gbifID	accessRights	bibliographicCitation	language	license	modified	publisher	references	rightsHolder	type	institutionID	collectionID	datasetID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	informationWithheld	dataGeneralizations	dynamicProperties	occurrenceID	catalogNumber	recordNumber	recordedBy	recordedByID	individualCount	organismQuantity	organismQuantityType	sex	lifeStage	reproductiveCondition	caste	behavior	vitality	establishmentMeans	degreeOfEstablishment	pathway	georeferenceVerificationStatus	occurrenceStatus	preparations	disposition	associatedOccurrences	associatedReferences	associatedSequences	associatedTaxa	otherCatalogNumbers	occurrenceRemarks	organismID	organismName	organismScope	associatedOrganisms	previousIdentifications	organismRemarks	materialEntityID	materialEntityRemarks	verbatimLabel	materialSampleID	eventID	parentEventID	eventType	fieldNumber	eventDate	eventTime	startDayOfYear	endDayOfYear	year	month	day	verbatimEventDate	habitat	samplingProtocol	sampleSizeValue	sampleSizeUnit	samplingEffort	fieldNotes	eventRemarks	locationID	higherGeographyID	higherGeography	continent	waterBody	islandGroup	island	countryCode	stateProvince	county	municipality	locality	verbatimLocality	verbatimElevation	verticalDatum	verbatimDepth	minimumDistanceAboveSurfaceInMeters	maximumDistanceAboveSurfaceInMeters	locationAccordingTo	locationRemarks	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	pointRadiusSpatialFit	verbatimCoordinateSystem	verbatimSRS	footprintWKT	footprintSRS	footprintSpatialFit	georeferencedBy	georeferencedDate	georeferenceProtocol	georeferenceSources	georeferenceRemarks	geologicalContextID	earliestEonOrLowestEonothem	latestEonOrHighestEonothem	earliestEraOrLowestErathem	latestEraOrHighestErathem	earliestPeriodOrLowestSystem	latestPeriodOrHighestSystem	earliestEpochOrLowestSeries	latestEpochOrHighestSeries	earliestAgeOrLowestStage	latestAgeOrHighestStage	lowestBiostratigraphicZone	highestBiostratigraphicZone	lithostratigraphicTerms	group	formation	member	bed	identificationID	verbatimIdentification	identificationQualifier	typeStatus	identifiedBy	identifiedByID	dateIdentified	identificationReferences	identificationVerificationStatus	identificationRemarks	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	originalNameUsageID	nameAccordingToID	namePublishedInID	taxonConceptID	scientificName	acceptedNameUsage	parentNameUsage	originalNameUsage	nameAccordingTo	namePublishedIn	namePublishedInYear	higherClassification	kingdom	phylum	class	order	superfamily	family	subfamily	tribe	subtribe	genus	genericName	subgenus	infragenericEpithet	specificEpithet	infraspecificEpithet	cultivarEpithet	taxonRank	verbatimTaxonRank	vernacularName	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	taxonRemarks	datasetKey	publishingCountry	lastInterpreted	elevation	elevationAccuracy	depth	depthAccuracy	distanceFromCentroidInMeters	issue	mediaType	hasCoordinate	hasGeospatialIssues	taxonKey	acceptedTaxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	subgenusKey	speciesKey	species	acceptedScientificName	verbatimScientificName	typifiedName	protocol	lastParsed	lastCrawled	repatriated	relativeOrganismQuantity	projectId	isSequenced	gbifRegion	publishedByGbifRegion	level0Gid	level0Name	level1Gid	level1Name	level2Gid	level2Name	level3Gid	level3Name	iucnRedListCategory
2429021951				CC_BY_4_0	1999-03-18T00:00:00Z								K	Economic Botany Collection			PRESERVED_SPECIMEN					72667																	PRESENT																																								Montserrat	NORTH_AMERICA				MS				Leeward Islands, Southern America, Caribbean, Montserrat																																																												Cymbopogon citratus (DC.) Stapf							POACEAE	Plantae	Tracheophyta	Liliopsida	Poales		Poaceae				Cymbopogon	Cymbopogon			citratus			SPECIES				ACCEPTED			1d31211e-350e-492a-a597-34d24bbc1769	GB	2024-06-08T21:27:09.009Z						CONTINENT_DERIVED_FROM_COUNTRY;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY		false	false	2705275	2705275	6	7707728	196	1369	3073	2705264		2705275	Cymbopogon citratus	Cymbopogon citratus (DC.) Stapf	Cymbopogon citratus Stapf.		BIOCASE	2024-06-08T21:27:09.009Z	2024-06-08T21:26:03.926Z	true			false	LATIN_AMERICA	EUROPE									NE
1989491096				CC_BY_NC_4_0	2016-03-12T00:00:00Z				PhysicalObject	http://grscicoll.org/institution/university-michigan-herbarium	https://www.gbif.org/grscicoll/collection/62289b33-ae4f-438c-8574-bd27b348c1fb		MICH	Angiosperms			PRESERVED_SPECIMEN				ee15ef64-4592-4230-b4d1-31061fb9bdcb	1120543	198	Liberty Hyde Bailey															PRESENT	sheet - 1						476170																1922-01-31		31	31	1922	1	31												NORTH_AMERICA				MS				Contact UM Herbarium																																																												Digitaria insularis (L.) Mez ex Ekman								Plantae	Tracheophyta	Liliopsida	Poales		Poaceae				Digitaria	Digitaria			insularis			SPECIES				ACCEPTED			c8d12f8a-7e39-4e2c-92d7-825d590ad15b	US	2024-06-01T04:32:36.732Z								false	false	5289938	5289938	6	7707728	196	1369	3073	2704525		5289938	Digitaria insularis	Digitaria insularis (L.) Mez ex Ekman	Digitaria insularis		EML	2024-06-01T04:32:36.732Z	2024-06-01T04:08:24.585Z	true			false	LATIN_AMERICA	NORTH_AMERICA									LC
1931343141			en	CC0_1_0			http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1526017	The New York Botanical Garden	PhysicalObject	http://biocol.org/urn:lsid:biocol.org:col:15556	http://biocol.org/urn:lsid:biocol.org:col:15556		NY	NY	Vascular plants		PRESERVED_SPECIMEN				fd04e534-5c36-446e-9d95-2adba44b4481	1294643	40	J. A. Shafer															PRESENT	sheet																						1907-01				1907	1		Jan 1907											NORTH_AMERICA				MS				Plymouth									16.70663	-62.216017										2019-03-28	Georeferencing Quick Reference Guide, Version 2012	Google Maps (map data 2019); MaNIS Georef. Calculator																																						Cyperus sphacelatus Rottb.								Plantae	Tracheophyta	Liliopsida	Poales		Cyperaceae				Cyperus	Cyperus			sphacelatus			SPECIES			ICN	ACCEPTED			d415c253-4d61-4459-9d25-4015b9084fb0	US	2024-05-22T16:03:33.557Z					4487.731737877654	MODIFIED_DATE_INVALID	StillImage	true	false	2715182	2715182	6	7707728	196	1369	7708	2713455		2715182	Cyperus sphacelatus	Cyperus sphacelatus Rottb.	Cyperus sphacelatus Rottb.		EML	2024-05-22T16:03:33.557Z	2024-05-22T14:33:41.428Z	true			false	LATIN_AMERICA	NORTH_AMERICA	MSR	Montserrat	MSR.1_1	Saint Anthon					NE
1931292498			en	CC0_1_0			http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1621695	The New York Botanical Garden	PhysicalObject	http://biocol.org/urn:lsid:biocol.org:col:15556	http://biocol.org/urn:lsid:biocol.org:col:15556		NY	NY	Vascular plants		PRESERVED_SPECIMEN				f96e1564-5cb8-4b7c-9f08-b0fe06d23edd	1362522	142	J. A. Shafer															PRESENT	sheet																						1907-01				1907	1		Jan 1907											NORTH_AMERICA				MS				Kinsale																																																												Anthephora hermaphrodita (L.) Kuntze								Plantae	Tracheophyta	Liliopsida	Poales		Poaceae				Anthephora	Anthephora			hermaphrodita			SPECIES			ICN	ACCEPTED			d415c253-4d61-4459-9d25-4015b9084fb0	US	2024-05-22T16:02:43.807Z						MODIFIED_DATE_INVALID	StillImage	false	false	2702936	2702936	6	7707728	196	1369	3073	2702935		2702936	Anthephora hermaphrodita	Anthephora hermaphrodita (L.) Kuntze	Anthephora hermaphrodita (L.) Kuntze		EML	2024-05-22T16:02:43.807Z	2024-05-22T14:33:41.428Z	true			false	LATIN_AMERICA	NORTH_AMERICA									LC
1931227653			en	CC0_1_0			http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1907385	The New York Botanical Garden	PhysicalObject	http://biocol.org/urn:lsid:biocol.org:col:15556	http://biocol.org/urn:lsid:biocol.org:col:15556		NY	NY	Vascular plants		PRESERVED_SPECIMEN				f4d83bf5-db73-414a-8a9e-35f343f81ef6	1603435	200	J. A. Shafer															PRESENT	sheet																						1907-01				1907	1		Jan 1907											NORTH_AMERICA				MS				Gages Mountain									16.726058	-62.195794										2019-08-19	Georeferencing Quick Reference Guide, Version 2012	Google Maps (map data 2019); MaNIS Georef. Calculator																																						Lasiacis divaricata (L.) Hitchc.								Plantae	Tracheophyta	Liliopsida	Poales		Poaceae				Lasiacis	Lasiacis			divaricata			SPECIES			ICN	ACCEPTED			d415c253-4d61-4459-9d25-4015b9084fb0	US	2024-05-22T16:02:25.100Z					1445.6611890239483	MODIFIED_DATE_INVALID	StillImage	true	false	2702852	2702852	6	7707728	196	1369	3073	2702848		2702852	Lasiacis divaricata	Lasiacis divaricata (L.) Hitchc.	Lasiacis divaricata (L.) Hitchc.		EML	2024-05-22T16:02:25.100Z	2024-05-22T14:33:41.428Z	true			false	LATIN_AMERICA	NORTH_AMERICA	MSR	Montserrat	MSR.1_1	Saint Anthon					LC
1931213785			en	CC0_1_0			http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1908541	The New York Botanical Garden	PhysicalObject	http://biocol.org/urn:lsid:biocol.org:col:15556	http://biocol.org/urn:lsid:biocol.org:col:15556		NY	NY	Vascular plants		PRESERVED_SPECIMEN				f3c7b614-3d0a-4081-9f4b-fd75f83817fc	01074826	196	J. A. Shafer															PRESENT	sheet																						1907-01				1907	1		Jan 1907											NORTH_AMERICA				MS				Windward Road, near Gages																																																												Andropogon bicornis L.								Plantae	Tracheophyta	Liliopsida	Poales		Poaceae				Andropogon	Andropogon			bicornis			SPECIES			ICN	ACCEPTED			d415c253-4d61-4459-9d25-4015b9084fb0	US	2024-05-22T16:02:42.507Z						MODIFIED_DATE_INVALID	StillImage	false	false	2706079	2706079	6	7707728	196	1369	3073	2706077		2706079	Andropogon bicornis	Andropogon bicornis L.	Andropogon bicornis L.		EML	2024-05-22T16:02:42.507Z	2024-05-22T14:33:41.428Z	true			false	LATIN_AMERICA	NORTH_AMERICA									NE
1930775886			en	CC0_1_0			http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1893945	The New York Botanical Garden	PhysicalObject	http://biocol.org/urn:lsid:biocol.org:col:15556	http://biocol.org/urn:lsid:biocol.org:col:15556		NY	NY	Vascular plants		PRESERVED_SPECIMEN				d4df9cd4-d027-40f4-9166-faba6c9d5a97	1530381	217	J. A. Shafer															PRESENT	sheet																						1907-01				1907	1		Jan 1907											NORTH_AMERICA				MS				Coconut Hill																																																												Cenchrus echinatus L.								Plantae	Tracheophyta	Liliopsida	Poales		Poaceae				Cenchrus	Cenchrus			echinatus			SPECIES			ICN	ACCEPTED			d415c253-4d61-4459-9d25-4015b9084fb0	US	2024-05-22T16:03:31.594Z						MODIFIED_DATE_INVALID	StillImage	false	false	5289739	5289739	6	7707728	196	1369	3073	2703201		5289739	Cenchrus echinatus	Cenchrus echinatus L.	Cenchrus echinatus L.		EML	2024-05-22T16:03:31.594Z	2024-05-22T14:33:41.428Z	true			false	LATIN_AMERICA	NORTH_AMERICA									LC
1930711924			en	CC0_1_0			http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1572213	The New York Botanical Garden	PhysicalObject	http://biocol.org/urn:lsid:biocol.org:col:15556	http://biocol.org/urn:lsid:biocol.org:col:15556		NY	NY	Vascular plants		PRESERVED_SPECIMEN				d048348e-c040-45e3-a417-d1088f63428d	01333783	346	J. A. Shafer															PRESENT	sheet																						1907-01				1907	1		Jan 1907											NORTH_AMERICA				MS				Fergus Mountain									16.69139	-62.17179										2019-08-19	Georeferencing Quick Reference Guide, Version 2012	Google Maps (map data 2019); MaNIS Georef. Calculator																																						Scleria secans (L.) Urb.								Plantae	Tracheophyta	Liliopsida	Poales		Cyperaceae				Scleria	Scleria			secans			SPECIES			ICN	ACCEPTED			d415c253-4d61-4459-9d25-4015b9084fb0	US	2024-05-22T16:02:12.891Z						MODIFIED_DATE_INVALID	StillImage	true	false	2712691	2712691	6	7707728	196	1369	7708	2712271		2712691	Scleria secans	Scleria secans (L.) Urb.	Scleria secans (L.) Urb.		EML	2024-05-22T16:02:12.891Z	2024-05-22T14:33:41.428Z	true			false	LATIN_AMERICA	NORTH_AMERICA	MSR	Montserrat	MSR.1_1	Saint Anthon					LC
1930329432			en	CC0_1_0			http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1522601	The New York Botanical Garden	PhysicalObject	http://biocol.org/urn:lsid:biocol.org:col:15556	http://biocol.org/urn:lsid:biocol.org:col:15556		NY	NY	Vascular plants		PRESERVED_SPECIMEN				b53a2724-9605-44bf-97b6-9018d26dc4c6	01270956	19142	R. A. Howard															PRESENT	sheet																						1979-03-19/1979-04-16		78	106	1979			19 Mar 1979 - 16 Apr 1979											NORTH_AMERICA				MS	Saint Georges			Pond north of St. John's Village																																																												Cyperus alopecuroides Rottb.								Plantae	Tracheophyta	Liliopsida	Poales		Cyperaceae				Cyperus	Cyperus			alopecuroides			SPECIES			ICN	ACCEPTED			d415c253-4d61-4459-9d25-4015b9084fb0	US	2024-05-22T16:02:22.456Z						MODIFIED_DATE_INVALID	StillImage	false	false	2715045	2715045	6	7707728	196	1369	7708	2713455		2715045	Cyperus alopecuroides	Cyperus alopecuroides Rottb.	Cyperus alopecuroides Rottb.		EML	2024-05-22T16:02:22.456Z	2024-05-22T14:33:41.428Z	true			false	LATIN_AMERICA	NORTH_AMERICA									LC
1930054406			en	CC0_1_0			http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1526016	The New York Botanical Garden	PhysicalObject	http://biocol.org/urn:lsid:biocol.org:col:15556	http://biocol.org/urn:lsid:biocol.org:col:15556		NY	NY	Vascular plants		PRESERVED_SPECIMEN				a1f2ffa3-0f6c-492b-9635-3c2315783c6a	1294642	32	J. A. Shafer															PRESENT	sheet																						1907-01				1907	1		Jan 1907											NORTH_AMERICA				MS				Plymouth									16.70663	-62.216017										2019-03-28	Georeferencing Quick Reference Guide, Version 2012	Google Maps (map data 2019); MaNIS Georef. Calculator																																						Cyperus sphacelatus Rottb.								Plantae	Tracheophyta	Liliopsida	Poales		Cyperaceae				Cyperus	Cyperus			sphacelatus			SPECIES			ICN	ACCEPTED			d415c253-4d61-4459-9d25-4015b9084fb0	US	2024-05-22T16:02:04.409Z					4487.731737877654	MODIFIED_DATE_INVALID	StillImage	true	false	2715182	2715182	6	7707728	196	1369	7708	2713455		2715182	Cyperus sphacelatus	Cyperus sphacelatus Rottb.	Cyperus sphacelatus Rottb.		EML	2024-05-22T16:02:04.409Z	2024-05-22T14:33:41.428Z	true			false	LATIN_AMERICA	NORTH_AMERICA	MSR	Montserrat	MSR.1_1	Saint Anthon					NE
1929543708			en	CC0_1_0			http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1897050	The New York Botanical Garden	PhysicalObject	http://biocol.org/urn:lsid:biocol.org:col:15556	http://biocol.org/urn:lsid:biocol.org:col:15556		NY	NY	Vascular plants		PRESERVED_SPECIMEN				7daf22b7-4e12-4ac7-abb2-c80671761b2a	1530977	415	J. A. Shafer															PRESENT	sheet																						1907-01				1907	1		Jan 1907											NORTH_AMERICA				MS				Bank's																																																												Coix lacryma-jobi L.								Plantae	Tracheophyta	Liliopsida	Poales		Poaceae				Coix	Coix			lacryma-jobi			SPECIES			ICN	ACCEPTED			d415c253-4d61-4459-9d25-4015b9084fb0	US	2024-05-22T16:03:06.968Z						MODIFIED_DATE_INVALID	StillImage	false	false	2706301	2706301	6	7707728	196	1369	3073	2706300		2706301	Coix lacryma-jobi	Coix lacryma-jobi L.	Coix lacryma-jobi L.		EML	2024-05-22T16:03:06.968Z	2024-05-22T14:33:41.428Z	true			false	LATIN_AMERICA	NORTH_AMERICA									NE
1929536046			en	CC0_1_0			http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1621781	The New York Botanical Garden	PhysicalObject	http://biocol.org/urn:lsid:biocol.org:col:15556	http://biocol.org/urn:lsid:biocol.org:col:15556		NY	NY	Vascular plants		PRESERVED_SPECIMEN				7d20bdb7-1cc6-4d7c-8df2-8440cd89cc6c	1362559	48	J. A. Shafer															PRESENT	sheet																						1907-01				1907	1		Jan 1907											NORTH_AMERICA				MS				Plymouth									16.70663	-62.216017										2019-03-28	Georeferencing Quick Reference Guide, Version 2012	Google Maps (map data 2019); MaNIS Georef. Calculator																																						Aristida adscensionis L.								Plantae	Tracheophyta	Liliopsida	Poales		Poaceae				Aristida	Aristida			adscensionis			SPECIES			ICN	ACCEPTED			d415c253-4d61-4459-9d25-4015b9084fb0	US	2024-05-22T16:03:08.754Z					4487.731737877654	MODIFIED_DATE_INVALID	StillImage	true	false	2706277	2706277	6	7707728	196	1369	3073	2706249		2706277	Aristida adscensionis	Aristida adscensionis L.	Aristida adscensionis L.		EML	2024-05-22T16:03:08.754Z	2024-05-22T14:33:41.428Z	true			false	LATIN_AMERICA	NORTH_AMERICA	MSR	Montserrat	MSR.1_1	Saint Anthon					NE
1929461864			en	CC0_1_0			http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1916718	The New York Botanical Garden	PhysicalObject	http://biocol.org/urn:lsid:biocol.org:col:15556	http://biocol.org/urn:lsid:biocol.org:col:15556		NY	NY	Vascular plants		PRESERVED_SPECIMEN				77e5dece-d6df-4e1f-a6bf-a76a957052d8	1605047	337	J. A. Shafer															PRESENT	sheet																						1907-01-30		30	30	1907	1	30	30 Jan 1907											NORTH_AMERICA				MS				Fergus Mountain		2000-2500 ft							16.69139	-62.17179	1441.57									2019-08-19	Georeferencing Quick Reference Guide, Version 2012	Google Maps (map data 2019); MaNIS Georef. Calculator																																						Panicum trichoides Sw.								Plantae	Tracheophyta	Liliopsida	Poales		Poaceae				Panicum	Panicum			trichoides			SPECIES			ICN	ACCEPTED			d415c253-4d61-4459-9d25-4015b9084fb0	US	2024-05-22T16:02:04.489Z	685.8	76.19999999999999				MODIFIED_DATE_INVALID	StillImage	true	false	2705068	2705068	6	7707728	196	1369	3073	2705064		2705068	Panicum trichoides	Panicum trichoides Sw.	Panicum trichoides Sw.		EML	2024-05-22T16:02:04.489Z	2024-05-22T14:33:41.428Z	true			false	LATIN_AMERICA	NORTH_AMERICA	MSR	Montserrat	MSR.1_1	Saint Anthon					LC
1929349611			en	CC0_1_0			http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1918212	The New York Botanical Garden	PhysicalObject	http://biocol.org/urn:lsid:biocol.org:col:15556	http://biocol.org/urn:lsid:biocol.org:col:15556		NY	NY	Vascular plants		PRESERVED_SPECIMEN				6ff378a6-81a8-42fc-9efa-3b553a483fa7	1605551	38	J. A. Shafer															PRESENT	sheet																						1907-01				1907	1		Jan 1907											NORTH_AMERICA				MS				Plymouth									16.70663	-62.216017										2019-03-28	Georeferencing Quick Reference Guide, Version 2012	Google Maps (map data 2019); MaNIS Georef. Calculator																																						Paspalum conjugatum P.J.Bergius								Plantae	Tracheophyta	Liliopsida	Poales		Poaceae				Paspalum	Paspalum			conjugatum			SPECIES			ICN	ACCEPTED			d415c253-4d61-4459-9d25-4015b9084fb0	US	2024-05-22T16:01:40.069Z					4487.731737877654	MODIFIED_DATE_INVALID	StillImage	true	false	2705656	2705656	6	7707728	196	1369	3073	2705540		2705656	Paspalum conjugatum	Paspalum conjugatum P.J.Bergius	Paspalum conjugatum P.J. Bergius		EML	2024-05-22T16:01:40.069Z	2024-05-22T14:33:41.428Z	true			false	LATIN_AMERICA	NORTH_AMERICA	MSR	Montserrat	MSR.1_1	Saint Anthon					LC
1929233297			en	CC0_1_0			http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1916719	The New York Botanical Garden	PhysicalObject	http://biocol.org/urn:lsid:biocol.org:col:15556	http://biocol.org/urn:lsid:biocol.org:col:15556		NY	NY	Vascular plants		PRESERVED_SPECIMEN				67b1709f-f9ca-4a7d-95b4-a6d463276f31	1605048	706	J. A. Shafer															PRESENT	sheet																						1907-01				1907	1		Jan 1907											NORTH_AMERICA				MS				Blakes									16.779771	-62.174356										2019-02-14	Georeferencing Quick Reference Guide, Version 2012	Google Maps (map data 2018); MaNIS Georef. Calculator																																						Panicum trichoides Sw.								Plantae	Tracheophyta	Liliopsida	Poales		Poaceae				Panicum	Panicum			trichoides			SPECIES			ICN	ACCEPTED			d415c253-4d61-4459-9d25-4015b9084fb0	US	2024-05-22T16:03:02.259Z					4281.367260432082	MODIFIED_DATE_INVALID	StillImage	true	false	2705068	2705068	6	7707728	196	1369	3073	2705064		2705068	Panicum trichoides	Panicum trichoides Sw.	Panicum trichoides Sw.		EML	2024-05-22T16:03:02.259Z	2024-05-22T14:33:41.428Z	true			false	LATIN_AMERICA	NORTH_AMERICA	MSR	Montserrat	MSR.2_1	Saint Georges					LC
1929146168			en	CC0_1_0			http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1621853	The New York Botanical Garden	PhysicalObject	http://biocol.org/urn:lsid:biocol.org:col:15556	http://biocol.org/urn:lsid:biocol.org:col:15556		NY	NY	Vascular plants		PRESERVED_SPECIMEN				61763215-3b73-40a2-8a42-ba4d94f2a104	1362622	18	J. A. Shafer															PRESENT	sheet																						1907-01				1907	1		Jan 1907											NORTH_AMERICA				MS				Plymouth									16.70663	-62.216017										2019-03-28	Georeferencing Quick Reference Guide, Version 2012	Google Maps (map data 2019); MaNIS Georef. Calculator																																						Aristida adscensionis L.								Plantae	Tracheophyta	Liliopsida	Poales		Poaceae				Aristida	Aristida			adscensionis			SPECIES			ICN	ACCEPTED			d415c253-4d61-4459-9d25-4015b9084fb0	US	2024-05-22T16:01:56.873Z					4487.731737877654	MODIFIED_DATE_INVALID	StillImage	true	false	2706277	2706277	6	7707728	196	1369	3073	2706249		2706277	Aristida adscensionis	Aristida adscensionis L.	Aristida adscensionis L.		EML	2024-05-22T16:01:56.873Z	2024-05-22T14:33:41.428Z	true			false	LATIN_AMERICA	NORTH_AMERICA	MSR	Montserrat	MSR.1_1	Saint Anthon					NE
1929080778			en	CC0_1_0			http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1901339	The New York Botanical Garden	PhysicalObject	http://biocol.org/urn:lsid:biocol.org:col:15556	http://biocol.org/urn:lsid:biocol.org:col:15556		NY	NY	Vascular plants		PRESERVED_SPECIMEN				5ccc920c-d0a7-4ad0-8c99-6ceacc57fa8e	1601282	28	J. A. Shafer															PRESENT	sheet																						1907-01				1907	1		Jan 1907											NORTH_AMERICA				MS				Plymouth									16.70663	-62.216017										2019-03-28	Georeferencing Quick Reference Guide, Version 2012	Google Maps (map data 2019); MaNIS Georef. Calculator																																						Digitaria insularis (L.) Mez ex Ekman								Plantae	Tracheophyta	Liliopsida	Poales		Poaceae				Digitaria	Digitaria			insularis			SPECIES			ICN	ACCEPTED			d415c253-4d61-4459-9d25-4015b9084fb0	US	2024-05-22T16:01:30.801Z					4487.731737877654	MODIFIED_DATE_INVALID	StillImage	true	false	5289938	5289938	6	7707728	196	1369	3073	2704525		5289938	Digitaria insularis	Digitaria insularis (L.) Mez ex Ekman	Digitaria insularis (L.) Mez ex Ekman		EML	2024-05-22T16:01:30.801Z	2024-05-22T14:33:41.428Z	true			false	LATIN_AMERICA	NORTH_AMERICA	MSR	Montserrat	MSR.1_1	Saint Anthon					LC
1929001297			en	CC0_1_0			http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1905195	The New York Botanical Garden	PhysicalObject	http://biocol.org/urn:lsid:biocol.org:col:15556	http://biocol.org/urn:lsid:biocol.org:col:15556		NY	NY	Vascular plants		PRESERVED_SPECIMEN				574111f8-b0dd-4ac1-82b0-14d2a327ec16	1602472	536	J. A. Shafer															PRESENT	sheet																						1907-01				1907	1		Jan 1907											NORTH_AMERICA				MS				Roche's		656 ft							16.698625	-62.155611										2019-08-19	Georeferencing Quick Reference Guide, Version 2012	Google Maps (map data 2019); MaNIS Georef. Calculator																																						Eriochloa punctata (L.) Ham.								Plantae	Tracheophyta	Liliopsida	Poales		Poaceae				Eriochloa	Eriochloa			punctata			SPECIES			ICN	ACCEPTED			d415c253-4d61-4459-9d25-4015b9084fb0	US	2024-05-22T16:01:50.200Z						MODIFIED_DATE_INVALID	StillImage	true	false	2702522	2702522	6	7707728	196	1369	3073	2702510		2702522	Eriochloa punctata	Eriochloa punctata (L.) Ham.	Eriochloa punctata (L.) Desv. ex Ham.		EML	2024-05-22T16:01:50.200Z	2024-05-22T14:33:41.428Z	true			false	LATIN_AMERICA	NORTH_AMERICA	MSR	Montserrat	MSR.1_1	Saint Anthon					NE
1928936802			en	CC0_1_0			http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1901448	The New York Botanical Garden	PhysicalObject	http://biocol.org/urn:lsid:biocol.org:col:15556	http://biocol.org/urn:lsid:biocol.org:col:15556		NY	NY	Vascular plants		PRESERVED_SPECIMEN				52a9785e-05c8-4ff7-b07f-9867ddf520e3	1601390	148	E. A. Friend															PRESENT	sheet																						1939-08-05		217	217	1939	8	5	05 Aug 1939											NORTH_AMERICA				MS				[no locality]																																																												Digitaria insularis (L.) Mez ex Ekman								Plantae	Tracheophyta	Liliopsida	Poales		Poaceae				Digitaria	Digitaria			insularis			SPECIES			ICN	ACCEPTED			d415c253-4d61-4459-9d25-4015b9084fb0	US	2024-05-22T16:01:47.042Z						MODIFIED_DATE_INVALID	StillImage	false	false	5289938	5289938	6	7707728	196	1369	3073	2704525		5289938	Digitaria insularis	Digitaria insularis (L.) Mez ex Ekman	Digitaria insularis (L.) Mez ex Ekman		EML	2024-05-22T16:01:47.042Z	2024-05-22T14:33:41.428Z	true			false	LATIN_AMERICA	NORTH_AMERICA									LC
1928397665			en	CC0_1_0			http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1534955	The New York Botanical Garden	PhysicalObject	http://biocol.org/urn:lsid:biocol.org:col:15556	http://biocol.org/urn:lsid:biocol.org:col:15556		NY	NY	Vascular plants		PRESERVED_SPECIMEN				2c6a4771-9a3e-446a-9416-992153aad28e	1298444	373	J. A. Shafer															PRESENT	sheet																						1907-01				1907	1		Jan 1907											NORTH_AMERICA				MS				Windward Road, near Gages																																																												Rhynchospora tenerrima Nees ex Spreng.								Plantae	Tracheophyta	Liliopsida	Poales		Cyperaceae				Rhynchospora	Rhynchospora			tenerrima			SPECIES			ICN	ACCEPTED			d415c253-4d61-4459-9d25-4015b9084fb0	US	2024-05-22T16:01:19.197Z						MODIFIED_DATE_INVALID	StillImage	false	false	2720622	2720622	6	7707728	196	1369	7708	2701052		2720622	Rhynchospora tenerrima	Rhynchospora tenerrima Nees ex Spreng.	Rhynchospora tenerrima Nees ex Spreng.		EML	2024-05-22T16:01:19.197Z	2024-05-22T14:33:41.428Z	true			false	LATIN_AMERICA	NORTH_AMERICA									NE
