gbifID	accessRights	bibliographicCitation	language	license	modified	publisher	references	rightsHolder	type	institutionID	collectionID	datasetID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	informationWithheld	dataGeneralizations	dynamicProperties	occurrenceID	catalogNumber	recordNumber	recordedBy	recordedByID	individualCount	organismQuantity	organismQuantityType	sex	lifeStage	reproductiveCondition	caste	behavior	vitality	establishmentMeans	degreeOfEstablishment	pathway	georeferenceVerificationStatus	occurrenceStatus	preparations	disposition	associatedMedia	associatedOccurrences	associatedReferences	associatedSequences	associatedTaxa	otherCatalogNumbers	occurrenceRemarks	organismID	organismName	organismScope	associatedOrganisms	previousIdentifications	organismRemarks	materialEntityID	materialEntityRemarks	verbatimLabel	materialSampleID	eventID	parentEventID	eventType	fieldNumber	eventDate	eventTime	startDayOfYear	endDayOfYear	year	month	day	verbatimEventDate	habitat	samplingProtocol	sampleSizeValue	sampleSizeUnit	samplingEffort	fieldNotes	eventRemarks	locationID	higherGeographyID	higherGeography	continent	waterBody	islandGroup	island	country	countryCode	stateProvince	county	municipality	locality	verbatimLocality	minimumElevationInMeters	maximumElevationInMeters	verbatimElevation	verticalDatum	minimumDepthInMeters	maximumDepthInMeters	verbatimDepth	minimumDistanceAboveSurfaceInMeters	maximumDistanceAboveSurfaceInMeters	locationAccordingTo	locationRemarks	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	coordinatePrecision	pointRadiusSpatialFit	verbatimCoordinates	verbatimLatitude	verbatimLongitude	verbatimCoordinateSystem	verbatimSRS	footprintWKT	footprintSRS	footprintSpatialFit	georeferencedBy	georeferencedDate	georeferenceProtocol	georeferenceSources	georeferenceRemarks	geologicalContextID	earliestEonOrLowestEonothem	latestEonOrHighestEonothem	earliestEraOrLowestErathem	latestEraOrHighestErathem	earliestPeriodOrLowestSystem	latestPeriodOrHighestSystem	earliestEpochOrLowestSeries	latestEpochOrHighestSeries	earliestAgeOrLowestStage	latestAgeOrHighestStage	lowestBiostratigraphicZone	highestBiostratigraphicZone	lithostratigraphicTerms	group	formation	member	bed	identificationID	verbatimIdentification	identificationQualifier	typeStatus	identifiedBy	identifiedByID	dateIdentified	identificationReferences	identificationVerificationStatus	identificationRemarks	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	originalNameUsageID	nameAccordingToID	namePublishedInID	taxonConceptID	scientificName	acceptedNameUsage	parentNameUsage	originalNameUsage	nameAccordingTo	namePublishedIn	namePublishedInYear	higherClassification	kingdom	phylum	class	order	superfamily	family	subfamily	tribe	subtribe	genus	genericName	subgenus	infragenericEpithet	specificEpithet	infraspecificEpithet	cultivarEpithet	taxonRank	verbatimTaxonRank	scientificNameAuthorship	vernacularName	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	taxonRemarks
4535601668				http://creativecommons.org/licenses/by-nc/4.0/	2024-03-06T15:00:53Z		https://www.inaturalist.org/observations/147388508	gorillarebecca					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/147388508	147388508		gorillarebecca																																							2023-01-22T06:58:22-04:00	06:58:22-04:00						2023-01-22 06:58:22																MS	Saint Peter				Saint Peter, MS												16.7751445556	-62.20511625	EPSG:4326																																			329735996				gorillarebecca		2023-01-26T12:28:38Z				274117								Rhynchospora nervosa								Plantae	Tracheophyta	Liliopsida	Poales		Cyperaceae				Rhynchospora							species							
4519387627														Herbarium			PreservedSpecimen				http://specimens.kew.org/herbarium/K000676104	K000676104	TMH93	Heller, T.M.																																							2008-05-28 00:00:00.0000000																						Montserrat	MS																																																																								Lasiacis divaricata							Poaceae	Plantae					Poaceae				Lasiacis				divaricata					(L.) Hitchc.					
4507833738				http://creativecommons.org/publicdomain/zero/1.0/	2024-04-26T16:57:26Z		https://www.inaturalist.org/observations/146919886	monkeyjodey					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/146919886	146919886		monkeyjodey																																							2023-01-19T15:52:16-04:00	15:52:16-04:00						2023-01-19 15:52:16-04:00																MS	Saint Anthon				Saint Anthon, MS												16.7311623506	-62.213251954	EPSG:4326	5																																		328324077				monkeyjodey		2023-01-19T23:04:37Z				77987								Melinis repens								Plantae	Tracheophyta	Liliopsida	Poales		Poaceae				Melinis							species							
4416731487				http://creativecommons.org/licenses/by-nc/4.0/	2023-09-21T02:48:15Z		https://www.inaturalist.org/observations/181035392	Delmaude C Ryan					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/181035392	181035392		Delmaude C Ryan																																							2023-08-31T06:57:03-04:00	06:57:03-04:00						2023-08-31 06:57:03-04:00																MS	Saint Peter				Montserrat, Saint Peters, MS												16.7837094064	-62.2039005101	EPSG:4326	9																																		403253173				Delmaude C Ryan		2023-08-31T10:58:09Z				274117								Rhynchospora nervosa								Plantae	Tracheophyta	Liliopsida	Poales		Cyperaceae				Rhynchospora							species							
4162159471				http://creativecommons.org/publicdomain/zero/1.0/	2024-04-26T16:57:26Z		https://www.inaturalist.org/observations/147186176	monkeyjodey					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/147186176	147186176		monkeyjodey																																							2023-01-22T10:02:24-04:00	10:02:24-04:00						2023-01-22 10:02:24-04:00																MS	Saint Peter				Saint Peter, MS												16.7700028746	-62.1968813427	EPSG:4326	4																																		329088788				monkeyjodey		2023-01-23T10:59:08Z				274117								Rhynchospora nervosa								Plantae	Tracheophyta	Liliopsida	Poales		Cyperaceae				Rhynchospora							species							
4162048468				http://creativecommons.org/publicdomain/zero/1.0/	2024-04-26T16:57:26Z		https://www.inaturalist.org/observations/146855569	monkeyjodey					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/146855569	146855569		monkeyjodey																																							2023-01-18T18:01:08-04:00	18:01:08-04:00						2023-01-18 18:01:08-04:00																MS	Saint Peter				Saint Peter, MS												16.747901598	-62.2340717633	EPSG:4326	3																																		385524128				Steve Maldonado Silvestrini		2023-07-14T00:49:49Z				161494								Cyperus sphacelatus								Plantae	Tracheophyta	Liliopsida	Poales		Cyperaceae				Cyperus							species							
4137602647				http://creativecommons.org/licenses/by-nc/4.0/	2023-06-18T10:14:04Z		https://www.inaturalist.org/observations/147633403	Delmaude C Ryan					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/147633403	147633403		Delmaude C Ryan																																							2023-01-29T10:07:40-04:00	10:07:40-04:00						2023-01-29 10:07:40-04:00																MS	Saint Georges				Montserrat, Saint Georges, MS												16.7801113292	-62.1707072278	EPSG:4326	38																																												169307								Sporobolus virginicus								Plantae	Tracheophyta	Liliopsida	Poales		Poaceae				Sporobolus							species							
4028732057				http://creativecommons.org/publicdomain/zero/1.0/	2024-04-26T16:57:26Z		https://www.inaturalist.org/observations/147340247	monkeyjodey					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/147340247	147340247		monkeyjodey							fruiting																																2023-01-25T08:51:14-04:00	08:51:14-04:00						2023-01-25 08:51:14-04:00																MS	Saint Peter				Saint Peter, MS												16.7431991408	-62.2327158228	EPSG:4326	6																																		329590313				monkeyjodey		2023-01-25T18:20:22Z				77987								Melinis repens								Plantae	Tracheophyta	Liliopsida	Poales		Poaceae				Melinis							species							
3892303933				http://creativecommons.org/licenses/by-nc/4.0/	2022-08-16T01:54:04Z		https://www.inaturalist.org/observations/130639200	Delmaude C Ryan					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/130639200	130639200		Delmaude C Ryan																																							2022-08-13T11:33:21-04:00	11:33:21-04:00						2022-08-13 11:33:21-04:00																MS	Saint Peter				Montserrat, Saint Peters, MS												16.753365731	-62.2296977903	EPSG:4326	35																																		288169503				Delmaude C Ryan		2022-08-13T15:36:19Z				76205								Cenchrus echinatus								Plantae	Tracheophyta	Liliopsida	Poales		Poaceae				Cenchrus							species							
3888808487				http://creativecommons.org/publicdomain/zero/1.0/	2022-08-07T04:42:44Z		https://www.inaturalist.org/observations/125607162	Quentin Groom					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/125607162	125607162		Quentin Groom	https://orcid.org/0000-0002-0596-5376																																						2022-07-10T07:35:17-04:00	07:35:17-04:00						2022-07-10 07:35:17																MS	Saint Peter				Saint Peter, MS												16.76932074	-62.19067827	EPSG:4326	5																																		277793280				Quentin Groom	https://orcid.org/0000-0002-0596-5376	2022-07-10T14:49:32Z				159110								Axonopus compressus								Plantae	Tracheophyta	Liliopsida	Poales		Poaceae				Axonopus							species							
3881790458				http://creativecommons.org/licenses/by-nc/4.0/	2023-12-28T04:19:06Z		https://www.inaturalist.org/observations/127085724	Delmaude C Ryan					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/127085724	127085724		Delmaude C Ryan																																							2022-07-20T09:18:44-04:00	09:18:44-04:00						2022-07-20 09:18:44-04:00																MS	Saint Anthon				Montserrat, Saint Anthony, MS												16.7315313254	-62.2133183367	EPSG:4326	9																																		283870367				monkeyjodey		2022-07-30T08:56:30Z			https://www.gbif.org/species/2715182 ?	161494								Cyperus sphacelatus								Plantae	Tracheophyta	Liliopsida	Poales		Cyperaceae				Cyperus							species							
3860636265				http://creativecommons.org/publicdomain/zero/1.0/	2024-03-06T14:32:11Z		https://www.inaturalist.org/observations/124705548	Sofie Meeus					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/124705548	124705548		Sofie Meeus	https://orcid.org/0000-0003-0715-8647																																						2022-07-03T17:55:36-04:00	17:55:36-04:00						2022-07-03 17:55:36																MS	Saint Peter				Saint Peter, MS												16.7741979722	-62.1936139722	EPSG:4326																																			276043983				Sofie Meeus	https://orcid.org/0000-0003-0715-8647	2022-07-04T17:20:42Z				274117								Rhynchospora nervosa								Plantae	Tracheophyta	Liliopsida	Poales		Cyperaceae				Rhynchospora							species							
3855443758				http://creativecommons.org/licenses/by-nc/4.0/legalcode			http://specifyportal.flmnh.ufl.edu/herbarium/?filter=catalogNumber:262829	University of Florida		University of Florida Herbarium			FLAS			FLAS	PreservedSpecimen	location information not given for endangered species			1280e0e4-e4f8-4ca7-b11c-62649137cbfe	262829	11892	R.A. Howard							Fruit (mature)				0					Preserved herbarium specimen	FLASCAT							|LF| Harvard University Herbaria.					[Orig. id.:] Eleocharis flavescens (Poir.) Urb.										1950-06-00				1950	6		June 14-18, 1950															Montserrat		Saint Anthony				near Chance's pond on Chance's Mt.																																																																			Eleocharis flavescens								Plantae					Cyperaceae				Eleocharis				flavescens					(Poir.) Urb.		ICN			
3005755768					2021-03-06 15:48:00					urn:lsid:biocol.org:col:15463	urn:uuid:60e28f81-e634-4869-aa3e-732caed713c8		US	US	NMNH Extant Biology		PreservedSpecimen				http://n2t.net/ark:/65665/3d4c6141d-0a8e-4b04-a56d-3551e7ca3426	US 695464	536	J. A. Shafer		1																https://collections.nmnh.si.edu/media/?i=15067244																					1907-02-13		44	44	1907	2	13											West Indies - Neotropics, Montserrat	West Indies - Neotropics				Montserrat					Montserrat, W. I. Rochers near Surrury's [interpreted] Well.																																																																				Eriochloa punctata							Plantae, Monocotyledonae, Poales, Poaceae, Panicoideae	Plantae		Monocotyledonae	Poales		Poaceae				Eriochloa				punctata					(L.) Desv. ex Ham.					
286837656							https://herbarium.bgbm.org/object/BW01149010						B	Herbarium Berolinense			PreservedSpecimen				https://herbarium.bgbm.org/object/BW01149010	B -W 01149 -01 0																																																															Montserrat	MS				Montserrat.																																																																				Machaerina restioides								Plantae					CYPERACEAE																		
2859295110					2014-12-22 00:00:00		https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=11755223	Carnegie Museum of Natural History			a3883acd-bc7d-40f2-a6e4-372a3435e5d1		CM	Botany			PreservedSpecimen				1867CD8B-8291-4001-86D9-9AA562A680F5	CM421959	346	Shafer, J.A.							fr																																1907-01-30		30		1907	1	30	30 Jan 1907															Montserrat					Fergus Mountain near top																			,																																			dup. cited (W.E. Buker)						100571								Scleria secans							Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Monocots|Commelinids|Poales|Cyperaceae|Scleria	Plantae	Magnoliophyta		Poales		Cyperaceae				Scleria				secans			Species		(L.) Urb.					
2859272773					2014-10-10 00:00:00		https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=11748328	Carnegie Museum of Natural History			a3883acd-bc7d-40f2-a6e4-372a3435e5d1		CM	Botany			PreservedSpecimen				23193A3A-4474-47C2-BD26-C3C10993D780	CM200249	228	Shafer, J.A.							fr																																1907-01				1907	1	0	1907-1	10-12 in wet soil														Montserrat					foot of Chances Mountain		366		ca 1200 ft															,																																			R. Kral 1979						45378								Fimbristylis complanata							Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Monocots|Commelinids|Poales|Cyperaceae|Fimbristylis	Plantae	Magnoliophyta		Poales		Cyperaceae				Fimbristylis				complanata			Species		Link					
2859270997					2014-08-20 00:00:00		https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=11752861	Carnegie Museum of Natural History			a3883acd-bc7d-40f2-a6e4-372a3435e5d1		CM	Botany			PreservedSpecimen				F68993CA-2E57-4BB0-B35D-A6028EB55289	CM419558	40	Shafer, J.A.							fr																																1907-01-19		19		1907	1	19	19 Jan 1907															Montserrat					near Plymouth Reservoir																			,																																			H. O'Neill						80365								Cyperus sphacelatus							Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Monocots|Commelinids|Poales|Cyperaceae|Cyperus	Plantae	Magnoliophyta		Poales		Cyperaceae				Cyperus				sphacelatus			Species		Rottb.					
2859269990					2014-08-20 00:00:00		https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=11752862	Carnegie Museum of Natural History			a3883acd-bc7d-40f2-a6e4-372a3435e5d1		CM	Botany			PreservedSpecimen				A11E0933-E598-4792-A140-91EA7AA3DB29	CM419559	32	Shafer, J.A.							fl-fr																																1907-01-19		19		1907	1	19	19 Jan 1907	in sand														Montserrat					Big Gut back of Plymouth																			,																																			H. O'Neill						80365								Cyperus sphacelatus							Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Monocots|Commelinids|Poales|Cyperaceae|Cyperus	Plantae	Magnoliophyta		Poales		Cyperaceae				Cyperus				sphacelatus			Species		Rottb.					
2859267919					2013-01-08 00:00:00		https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=11672976	Carnegie Museum of Natural History			a3883acd-bc7d-40f2-a6e4-372a3435e5d1		CM	Botany			PreservedSpecimen				DC887BC6-EA23-4935-96A8-D2F70E0A527E	CM222828	704	Shafer, J.A.							fl-fr																																1907-02-16		47		1907	2	16	16 Feb 1907															Montserrat					Woodlands Estate																			,																																			G. Davidse 1990						93993								Paspalum fimbriatum							Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Monocots|Commelinids|Poales|Poaceae|Paspalum	Plantae	Magnoliophyta		Poales		Poaceae				Paspalum				fimbriatum			Species		Kunth					
2859266932					2012-10-11 00:00:00		https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=11673037	Carnegie Museum of Natural History			a3883acd-bc7d-40f2-a6e4-372a3435e5d1		CM	Botany			PreservedSpecimen				4EA580FD-0DC7-458F-A787-D1A62C96BE56	CM222893	255	Shafer, J.A.							fr																																1907-01-26		26		1907	1	26	26 Jan 1907	climbing on tall bushes														Montserrat					side of Chances Mountain																			,																																			G. Davidse 1992						88659								Lasiacis sorghoidea							Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Monocots|Commelinids|Poales|Poaceae|Lasiacis	Plantae	Magnoliophyta		Poales		Poaceae				Lasiacis				sorghoidea			Species		(Desv. ex Ham.) Hitchc. & Chase					
2859265928					2012-10-11 00:00:00		https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=11673036	Carnegie Museum of Natural History			a3883acd-bc7d-40f2-a6e4-372a3435e5d1		CM	Botany			PreservedSpecimen				B4B110A4-D4A2-4654-8EB8-73F16A19ADBE	CM222892	253	Shafer, J.A.							fr																																1907-01-26		26		1907	1	26	26 Jan 1907	climbing over bushes														Montserrat					side of Chances Mountain																			,																																			G. Davidse 1992						88659								Lasiacis sorghoidea							Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Monocots|Commelinids|Poales|Poaceae|Lasiacis	Plantae	Magnoliophyta		Poales		Poaceae				Lasiacis				sorghoidea			Species		(Desv. ex Ham.) Hitchc. & Chase					
2859264942					2012-10-11 00:00:00		https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=11673035	Carnegie Museum of Natural History			a3883acd-bc7d-40f2-a6e4-372a3435e5d1		CM	Botany			PreservedSpecimen				785427ED-627B-463A-8E73-362429E0F183	CM222891	701	Shafer, J.A.							fr																																1907-02-08		39		1907	2	8	8 Feb 1907	foot of mountains climbing over bushes														Montserrat					Blakes																			,																																			G. Davidse 1992						88659								Lasiacis sorghoidea							Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Monocots|Commelinids|Poales|Poaceae|Lasiacis	Plantae	Magnoliophyta		Poales		Poaceae				Lasiacis				sorghoidea			Species		(Desv. ex Ham.) Hitchc. & Chase					
2859239954					2012-10-11 00:00:00		https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=11673031	Carnegie Museum of Natural History			a3883acd-bc7d-40f2-a6e4-372a3435e5d1		CM	Botany			PreservedSpecimen				20B22BE9-A5B7-4413-84B0-D9DCFE135D83	CM222887	700	Shafer, J.A.							fr																																1907-01-29		29		1907	1	29	29 Jan 1907	climbing over bushes														Montserrat					Garibaldi Hill													16.716667	-62.216667	WGS84	301			,								David Newbury			GEOLocate																								G. Davidse 1992						166824								Lasiacis divaricata var. divaricata							Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Monocots|Commelinids|Poales|Poaceae|Lasiacis|Lasiacis divaricata	Plantae	Magnoliophyta		Poales		Poaceae				Lasiacis				divaricata	divaricata		Variety	var.	(L.) Hitchc.					
2858986971					2012-03-29 00:00:00		https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=11673298	Carnegie Museum of Natural History			a3883acd-bc7d-40f2-a6e4-372a3435e5d1		CM	Botany			PreservedSpecimen				C7D8FE61-B3B3-4CB9-A4E2-F96031C0701C	CM223204	28	Shafer, J.A.							fl-fr																																1907-01-19		19		1907	1	19	19 Jan 1907															Montserrat					near Plymouth																			,																																			G. Davidse 1985						1691								Digitaria insularis							Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Monocots|Commelinids|Poales|Poaceae|Digitaria	Plantae	Magnoliophyta		Poales		Poaceae				Digitaria				insularis			Species		(L.) Mez ex Ekman					
2858986951					2011-11-02 00:00:00		https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=11672910	Carnegie Museum of Natural History			a3883acd-bc7d-40f2-a6e4-372a3435e5d1		CM	Botany			PreservedSpecimen				9737DFDE-C65E-4D82-9DEC-7B20EACA058C	CM222756	142	Shafer, J.A.							fr																																1907-06-22		173		1907	6	22	22 Jun 1907	by the sea														Montserrat					S of Kinsala																			,																																			G. Davidse 1983						26561								Anthephora hermaphrodita							Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Monocots|Commelinids|Poales|Poaceae|Anthephora	Plantae	Magnoliophyta		Poales		Poaceae				Anthephora				hermaphrodita			Species		Kuntze					
2858982960					2013-01-08 00:00:00		https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=11673183	Carnegie Museum of Natural History			a3883acd-bc7d-40f2-a6e4-372a3435e5d1		CM	Botany			PreservedSpecimen				3947144D-FF93-445F-9C8C-AE7B1A024337	CM223059	707	Shafer, J.A.							fr																																1907-01-30		30		1907	1	30	30 Jan 1907	provision lands														Montserrat					Fergus Mountain		610		ca 2000 ft									16.683333	-62.183333	WGS84	301			,								David Newbury			GEOLocate																								G. Davidse 1990						93993								Paspalum fimbriatum							Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Monocots|Commelinids|Poales|Poaceae|Paspalum	Plantae	Magnoliophyta		Poales		Poaceae				Paspalum				fimbriatum			Species		Kunth					
2858982291					2012-12-14 00:00:00		https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=11680231	Carnegie Museum of Natural History			a3883acd-bc7d-40f2-a6e4-372a3435e5d1		CM	Botany			PreservedSpecimen				8B20F260-2E32-4D73-865D-92C8B776042E	CM239364	706	Shafer, J.A.							fl-fr																																1907-02-08		39		1907	2	8	8 Feb 1907															Montserrat					Blakes																			,																																			anonymous						27978								Panicum trichoides							Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Monocots|Commelinids|Poales|Poaceae|Panicum	Plantae	Magnoliophyta		Poales		Poaceae				Panicum				trichoides			Species		Sw.					
2858981941					2013-01-08 00:00:00		https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=11673202	Carnegie Museum of Natural History			a3883acd-bc7d-40f2-a6e4-372a3435e5d1		CM	Botany			PreservedSpecimen				E7476E60-78E3-4194-AB4C-D4BC3627FAF5	CM223082	38	Shafer, J.A.							fr																																1907-01-19		19		1907	1	19	19 Jan 1907	in damp soil														Montserrat					near Plymouth reservoir																			,																																			G. Davidse 1986						48765								Paspalum conjugatum							Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Monocots|Commelinids|Poales|Poaceae|Paspalum	Plantae	Magnoliophyta		Poales		Poaceae				Paspalum				conjugatum			Species		P. J. Bergius					
2633970554				http://creativecommons.org/licenses/by-nc/4.0/	2020-06-04T18:12:26Z		https://www.inaturalist.org/observations/39991364	classical					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/39991364	39991364		classical																																							2020-03-14T17:46:35Z	17:46:35Z						2020-03-14 5:46:35 PM AST																MS	Saint Peter				Runaway Ghaut Cir, Woodlands, Montserrat												16.753941	-62.2241127	EPSG:4326	23																																		90408499				classical		2020-03-14T21:47:36Z				123728								Cymbopogon citratus								Plantae	Tracheophyta	Liliopsida	Poales		Poaceae				Cymbopogon							species							
2429021951					1999-03-18 00:00:00.0								K	Economic Botany Collection			PreservedSpecimen					72667																																																										Montserrat					Montserrat	MS				Leeward Islands, Southern America, Caribbean, Montserrat																																																																				Cymbopogon citratus Stapf.							POACEAE						POACEAE				Cymbopogon				citratus					Stapf.					
1989491096					2016-3-12				PhysicalObject	http://grscicoll.org/institution/university-michigan-herbarium	https://www.gbif.org/grscicoll/collection/62289b33-ae4f-438c-8574-bd27b348c1fb		MICH	Angiosperms			PreservedSpecimen				ee15ef64-4592-4230-b4d1-31061fb9bdcb	1120543	198	Liberty Hyde Bailey																sheet - 1							476170																1922-01-31				1922	01	31												North America				Montserrat					Contact UM Herbarium																																																																				Digitaria insularis								Plantae		Magnoliopsida	Poales		Poaceae				Digitaria				insularis			species							
1931343141			en		T09:34+0400		http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1526017	The New York Botanical Garden	PhysicalObject	http://biocol.org/urn:lsid:biocol.org:col:15556	http://biocol.org/urn:lsid:biocol.org:col:15556		NY	NY	Vascular plants		PreservedSpecimen				fd04e534-5c36-446e-9d95-2adba44b4481	1294643	40	J. A. Shafer																sheet																							1907-01							Jan 1907											West Indies				Montserrat					Plymouth													16.706630	-62.216017	WGS84													2019-03-28	Georeferencing Quick Reference Guide, Version 2012	Google Maps (map data 2019); MaNIS Georef. Calculator																																						Cyperus sphacelatus Rottb.								Plantae	Magnoliophyta		Poales		Cyperaceae				Cyperus				sphacelatus			Species		Rottb.		ICN			
1931292498			en		T05:04+0400		http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1621695	The New York Botanical Garden	PhysicalObject	http://biocol.org/urn:lsid:biocol.org:col:15556	http://biocol.org/urn:lsid:biocol.org:col:15556		NY	NY	Vascular plants		PreservedSpecimen				f96e1564-5cb8-4b7c-9f08-b0fe06d23edd	1362522	142	J. A. Shafer																sheet																							1907-01							Jan 1907											West Indies				Montserrat					Kinsale																																																																				Anthephora hermaphrodita (L.) Kuntze								Plantae	Magnoliophyta		Poales		Poaceae				Anthephora				hermaphrodita			Species		(L.) Kuntze		ICN			
1931227653			en		T08:46+0400		http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1907385	The New York Botanical Garden	PhysicalObject	http://biocol.org/urn:lsid:biocol.org:col:15556	http://biocol.org/urn:lsid:biocol.org:col:15556		NY	NY	Vascular plants		PreservedSpecimen				f4d83bf5-db73-414a-8a9e-35f343f81ef6	1603435	200	J. A. Shafer																sheet																							1907-01							Jan 1907											West Indies				Montserrat					Gages Mountain													16.726058	-62.195794	WGS84													2019-08-19	Georeferencing Quick Reference Guide, Version 2012	Google Maps (map data 2019); MaNIS Georef. Calculator																																						Lasiacis divaricata (L.) Hitchc.								Plantae	Magnoliophyta		Poales		Poaceae				Lasiacis				divaricata			Species		(L.) Hitchc.		ICN			
1931213785			en		T00:13+0400		http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1908541	The New York Botanical Garden	PhysicalObject	http://biocol.org/urn:lsid:biocol.org:col:15556	http://biocol.org/urn:lsid:biocol.org:col:15556		NY	NY	Vascular plants		PreservedSpecimen				f3c7b614-3d0a-4081-9f4b-fd75f83817fc	01074826	196	J. A. Shafer																sheet																							1907-01							Jan 1907											West Indies				Montserrat					Windward Road, near Gages																																																																				Andropogon bicornis L.								Plantae	Magnoliophyta		Poales		Poaceae				Andropogon				bicornis			Species		L.		ICN			
1930775886			en		T01:34+0400		http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1893945	The New York Botanical Garden	PhysicalObject	http://biocol.org/urn:lsid:biocol.org:col:15556	http://biocol.org/urn:lsid:biocol.org:col:15556		NY	NY	Vascular plants		PreservedSpecimen				d4df9cd4-d027-40f4-9166-faba6c9d5a97	1530381	217	J. A. Shafer																sheet																							1907-01							Jan 1907											West Indies				Montserrat					Coconut Hill																																																																				Cenchrus echinatus L.								Plantae	Magnoliophyta		Poales		Poaceae				Cenchrus				echinatus			Species		L.		ICN			
1930711924			en		T04:26+0400		http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1572213	The New York Botanical Garden	PhysicalObject	http://biocol.org/urn:lsid:biocol.org:col:15556	http://biocol.org/urn:lsid:biocol.org:col:15556		NY	NY	Vascular plants		PreservedSpecimen				d048348e-c040-45e3-a417-d1088f63428d	01333783	346	J. A. Shafer																sheet																							1907-01							Jan 1907											West Indies				Montserrat					Fergus Mountain													16.69139	-62.17179	WGS84													2019-08-19	Georeferencing Quick Reference Guide, Version 2012	Google Maps (map data 2019); MaNIS Georef. Calculator																																						Scleria secans (L.) Urb.								Plantae	Magnoliophyta		Poales		Cyperaceae				Scleria				secans			Species		(L.) Urb.		ICN			
1930329432			en		T03:54+0400		http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1522601	The New York Botanical Garden	PhysicalObject	http://biocol.org/urn:lsid:biocol.org:col:15556	http://biocol.org/urn:lsid:biocol.org:col:15556		NY	NY	Vascular plants		PreservedSpecimen				b53a2724-9605-44bf-97b6-9018d26dc4c6	01270956	19142	R. A. Howard																sheet																							1979-03-19/1979-04-16		78	106				19 Mar 1979 - 16 Apr 1979											West Indies				Montserrat		Saint Georges			Pond north of St. John's Village																																																																				Cyperus alopecuroides Rottb.								Plantae	Magnoliophyta		Poales		Cyperaceae				Cyperus				alopecuroides			Species		Rottb.		ICN			
